,county,HOR,state,Lat,Long,Lng
2271,Franklin,70.6, PA,41.3978358,,-79.8314437
2272,Fulton,78.5, PA,39.9048759,,-78.1564432
2273,Greene,73.7, PA,39.8113005,,-80.1875065
2274,Huntingdon,75.1, PA,40.4155273,,-78.0195387
2275,Indiana,70.1, PA,40.6214551,,-79.15253489999999
2276,Jefferson,74.9, PA,39.9300749,,-80.0589461
2277,Juniata,75.7, PA,40.5521642,,-77.4242972
2278,Lackawanna,65.6, PA,41.4421199,,-75.5742467
2279,Lancaster,68.2, PA,40.0378755,,-76.3055144
2280,Lawrence,74.1, PA,40.3064774,,-80.128901
2281,Lebanon,69.5, PA,40.3409251,,-76.4113497
2282,Lehigh,65.3, PA,40.6519679,,-75.5742467
2283,Luzerne,68.4, PA,41.2856365,,-75.9010304
2284,Lycoming,69.9, PA,41.2720004,,-77.10249019999999
2285,McKean,73.8, PA,41.9968852,,-80.1433144
2286,Mercer,73.2, PA,41.2270025,,-80.2397852
2287,Mifflin,70.2, PA,40.5695217,,-77.4027674
2288,Monroe,78.2, PA,41.7130314,,-76.4740454
2289,Montgomery,72.2, PA,41.1703592,,-76.8769076
2290,Montour,71.3, PA,41.02623029999999,,-76.6874701
2291,Northampton,71.6, PA,40.6862075,,-75.4968501
2292,Northumberland,71.3, PA,40.8917519,,-76.7974653
2293,Perry,80.1, PA,40.371376,,-77.2405153
2294,Philadelphia,52.2, PA,39.9525839,,-75.1652215
2295,Pike,84.1, PA,41.3361875,,-75.06111469999999
2296,Potter,77.2, PA,41.6682559,,-77.8367282
2297,Schuylkill,74.8, PA,40.6873058,,-76.17837390000001
2298,Snyder,72.7, PA,40.750748,,-77.0564464
2299,Somerset,77.9, PA,40.008411,,-79.0780831
2300,Sullivan,81.5, PA,41.4781004,,-76.5025742
2301,Susquehanna,77.1, PA,41.9436071,,-75.5991789
2302,Tioga,73.9, PA,41.9086848,,-77.1330265
2303,Union,70.8, PA,40.9894888,,-77.0564464
2304,Venango,74.8, PA,41.7725563,,-80.1131125
2305,Warren,76.2, PA,41.8439486,,-79.1450445
2306,Washington,75.6, PA,40.17396,,-80.2461714
2307,Wayne,79.2, PA,40.0415996,,-75.3698895
2308,Westmoreland,77.6, PA,40.2353963,,-79.4703885
2309,Wyoming,77.9, PA,41.3117471,,-75.83741739999999
2310,York,74.4, PA,39.9625984,,-76.727745
2311,Bristol,69.0, RI,41.6771101,,-71.26620249999999
2312,Kent,70.5, RI,41.6579147,,-71.7147951
2313,Newport,62.0, RI,41.4901024,,-71.3128285
2314,Providence,53.2, RI,41.8239891,,-71.4128343
2315,Washington,73.3, RI,41.45681130000001,,-71.6673352
2316,Abbeville,77.0, SC,34.1781719,,-82.3790147
2317,Aiken,72.3, SC,33.5604168,,-81.7195533
2318,Allendale,66.1, SC,33.0079345,,-81.3084405
2319,Anderson,70.6, SC,34.5034394,,-82.6501332
2320,Bamberg,76.0, SC,33.2971012,,-81.0348202
2321,Barnwell,69.1, SC,33.2448733,,-81.3587177
2322,Beaufort,70.5, SC,32.4315813,,-80.6698286
2323,Berkeley,70.0, SC,33.1260618,,-80.0087746
2324,Calhoun,79.3, SC,33.6738638,,-80.7657804
2325,Charleston,60.6, SC,32.7764749,,-79.93105120000001
2326,Cherokee,70.5, SC,35.0120404,,-81.6035062
2327,Chester,75.0, SC,34.7048613,,-81.2142561
2328,Chesterfield,71.8, SC,34.7359889,,-80.0881194
2329,Clarendon,74.9, SC,33.6734243,,-80.1875065
2330,Colleton,72.8, SC,32.8242297,,-80.7214417
2331,Darlington,68.6, SC,34.2998762,,-79.8761741
2332,Dillon,66.0, SC,34.4165505,,-79.3711579
2333,Dorchester,71.1, SC,33.1680383,,-80.54384499999999
2334,Edgefield,74.8, SC,33.7895774,,-81.9295582
2335,Fairfield,74.4, SC,34.4478348,,-81.0754657
2336,Florence,65.8, SC,34.1954331,,-79.7625625
2337,Georgetown,76.5, SC,33.376834,,-79.2944964
2338,Greenville,66.1, SC,34.85261759999999,,-82.3940104
2339,Greenwood,64.3, SC,34.1954001,,-82.1617883
2340,Hampton,75.7, SC,32.8779425,,-81.12760519999999
2341,Horry,69.9, SC,33.9196567,,-78.9288242
2342,Jasper,69.3, SC,32.491436,,-81.0754657
2343,Kershaw,81.4, SC,34.5518201,,-80.5836836
2344,Lancaster,78.9, SC,34.7204257,,-80.7709014
2345,Laurens,71.4, SC,34.4990116,,-82.0142597
2346,Lee,74.8, SC,34.1630345,,-80.23213129999999
2347,Lexington,73.7, SC,33.9815369,,-81.2362107
2348,McCormick,76.1, SC,33.9134577,,-82.29345850000001
2349,Marion,68.9, SC,34.178216,,-79.4006069
2350,Marlboro,66.3, SC,34.5582435,,-79.6951103
2351,Newberry,72.8, SC,34.2745833,,-81.6187178
2352,Oconee,72.9, SC,34.74924500000001,,-82.99316069999999
2353,Orangeburg,68.6, SC,33.4918203,,-80.8556476
2354,Pickens,68.0, SC,34.8834489,,-82.7073573
2355,Richland,59.0, SC,34.0412165,,-80.9428911
2356,Saluda,71.9, SC,34.0015232,,-81.77205219999999
2357,Spartanburg,69.0, SC,34.9495672,,-81.9320482
2358,Sumter,64.9, SC,33.9204354,,-80.3414693
2359,Union,70.2, SC,34.7154122,,-81.623711
2360,Williamsburg,73.7, SC,33.62936060000001,,-79.6502105
2361,York,71.0, SC,34.9943021,,-81.24201750000002
2362,Aurora,77.6, SD,44.2841347,,-96.68560599999999
2363,Beadle,67.0, SD,44.4797351,,-98.2212979
2364,Bennett,60.8, SD,43.12235769999999,,-101.6157773
2365,Bon Homme,75.4, SD,42.9814835,,-97.87216
2366,Brookings,59.6, SD,44.3113573,,-96.79838769999999
2367,Brown,65.9, SD,45.7581522,,-98.25426519999999
2368,Brule,68.0, SD,44.0748794,,-99.58008090000001
2369,Buffalo,41.9, SD,45.5841637,,-103.5460251
2370,Butte,74.5, SD,44.9251992,,-103.7008932
2371,Campbell,85.2, SD,45.84151,,-100.0676709
2372,Charles Mix,67.9, SD,43.0985109,,-98.3964938
2373,Clark,77.8, SD,44.877743,,-97.7331411
2374,Clay,51.6, SD,42.8829344,,-97.0068393
2375,Codington,65.1, SD,44.9953593,,-97.23487460000001
2376,Corson,53.4, SD,43.6163628,,-96.57171179999999
2377,Custer,82.8, SD,43.7666507,,-103.5988057
2378,Davison,60.8, SD,43.7242124,,-98.2212979
2379,Day,73.0, SD,45.4167482,,-97.70237159999999
2380,Deuel,82.2, SD,44.7311414,,-96.663812
2381,Dewey,58.4, SD,43.5308076,,-104.0410424
2382,Douglas,76.9, SD,44.1346263,,-103.0656283
2383,Edmunds,83.9, SD,45.458626,,-99.181873
2384,Fall River,72.7, SD,43.2240279,,-103.4511768
2385,Faulk,77.1, SD,45.0827008,,-99.1531325
2386,Grant,83.7, SD,45.1752383,,-96.75070350000001
2387,Gregory,69.7, SD,43.2355446,,-99.42929269999999
2388,Haakon,78.5, SD,44.2671365,,-101.5248055
2389,Hamlin,81.4, SD,44.6998712,,-97.179026
2390,Hand,69.5, SD,44.494661,,-99.0128926
2391,Hanson,88.3, SD,43.6082107,,-97.69822719999999
2392,Harding,71.1, SD,45.5482666,,-103.5995692
2393,Hughes,64.7, SD,44.3535022,,-99.8124935
2394,Hutchinson,76.4, SD,43.3017202,,-97.69822719999999
2395,Hyde,80.8, SD,44.5334083,,-99.456155
2396,Jackson,62.8, SD,40.0918895,,-74.35874729999999
2397,Jerauld,73.7, SD,44.0364698,,-98.61606739999999
2398,Jones,75.8, SD,43.8896378,,-100.7075863
2399,Kingsbury,79.7, SD,44.37773110000001,,-97.5247243
2400,Lake,74.5, SD,43.9466791,,-97.179026
2401,Lawrence,64.2, SD,44.31065299999999,,-103.7979877
2402,Lincoln,78.9, SD,43.2026862,,-96.83509989999999
2403,Lyman,69.9, SD,43.9016694,,-99.8124935
2404,McCook,75.0, SD,43.6310744,,-97.35165579999999
2405,McPherson,79.4, SD,45.7555982,,-99.27841289999999
2406,Marshall,71.8, SD,45.7271214,,-97.60462350000002
2407,Meade,73.6, SD,44.4415188,,-102.6855069
2408,Mellette,67.6, SD,45.1547722,,-98.4661787
2409,Miner,78.5, SD,44.0643951,,-97.69822719999999
2410,Minnehaha,63.6, SD,43.6631787,,-96.83509989999999
2411,Moody,75.8, SD,43.9779303,,-96.663812
2412,Oglala Lakota,52.6, SD,43.2437442,,-102.6216211
2413,Pennington,67.7, SD,43.8901111,,-102.2547919
2414,Perkins,74.1, SD,45.3888403,,-102.3224309
2415,Potter,82.6, SD,45.0875052,,-99.9904285
2416,Roberts,67.9, SD,45.611639,,-97.0335771
2417,Sanborn,73.7, SD,44.0403291,,-98.04651849999999
2418,Spink,73.5, SD,42.880283,,-96.7279918
2419,Stanley,78.8, SD,44.3386264,,-100.8000051
2420,Sully,76.9, SD,44.7797647,,-100.0681792
2421,Todd,41.6, SD,43.2115664,,-100.7097867
2422,Tripp,69.2, SD,43.2255461,,-97.96590499999999
2423,Turner,78.1, SD,43.3355563,,-97.179026
2424,Union,73.2, SD,37.2439089,,-121.9317381
2425,Walworth,71.2, SD,45.381146,,-100.0944336
2426,Yankton,65.3, SD,42.87110879999999,,-97.39728129999999
2427,Ziebach,53.4, SD,44.8481045,,-101.702202
2428,Anderson,67.4, TN,36.0809574,,-84.2278796
2429,Bedford,68.2, TN,35.4702472,,-86.4592091
2430,Benton,75.7, TN,35.1742411,,-84.6535468
2431,Bledsoe,75.8, TN,35.6028856,,-85.2308414
2432,Blount,74.8, TN,35.6710541,,-83.8473015
2433,Bradley,65.9, TN,35.1937778,,-84.8567932
2434,Campbell,69.3, TN,36.3817326,,-84.1857115
2435,Cannon,73.6, TN,35.8070317,,-86.05296039999999
2436,Carroll,72.5, TN,35.9917193,,-88.4016041
2437,Carter,70.0, TN,36.2638604,,-82.12783999999999
2438,Cheatham,79.1, TN,36.184749,,-87.10237459999999
2439,Chester,75.0, TN,35.4270939,,-88.6723578
2440,Claiborne,71.1, TN,36.4830423,,-83.63484299999999
2441,Clay,74.4, TN,36.5701766,,-85.56121
2442,Cocke,68.3, TN,35.9359517,,-83.12200740000002
2443,Coffee,67.8, TN,35.4576849,,-86.05296039999999
2444,Crockett,69.8, TN,35.7812386,,-89.1324866
2445,Cumberland,78.2, TN,35.8994729,,-85.02334599999999
2446,Davidson,54.4, TN,36.1342563,,-86.8220341
2447,Decatur,73.6, TN,35.5147939,,-84.7902223
2448,DeKalb,66.5, TN,35.9728357,,-85.80766
2449,Dickson,71.3, TN,36.0770048,,-87.3877899
2450,Dyer,61.5, TN,36.0667348,,-88.99395489999999
2451,Fayette,79.7, TN,35.1257427,,-89.4742177
2452,Fentress,75.6, TN,36.37106,,-84.8984775
2453,Franklin,73.6, TN,35.9250637,,-86.8688899
2454,Gibson,69.7, TN,35.8753458,,-88.846728
2455,Giles,69.7, TN,35.0894745,,-86.9824288
2456,Grainger,77.5, TN,36.3059333,,-83.54965659999999
2457,Greene,72.7, TN,36.1347943,,-82.82097399999999
2458,Grundy,75.0, TN,35.4013452,,-85.684578
2459,Hamblen,66.1, TN,36.2054334,,-83.2934086
2460,Hamilton,64.5, TN,35.1618966,,-85.14793639999999
2461,Hancock,77.4, TN,36.5456022,,-83.2077645
2462,Hardeman,69.6, TN,35.1229172,,-89.0179332
2463,Hardin,75.1, TN,35.1142443,,-88.24611829999999
2464,Hawkins,74.0, TN,36.4445545,,-82.95015579999999
2465,Haywood,59.9, TN,35.593858,,-89.2621216
2466,Henderson,72.3, TN,35.4392435,,-88.641441
2467,Henry,75.5, TN,36.2039488,,-88.4197705
2468,Hickman,78.4, TN,35.80127969999999,,-87.460397
2469,Houston,77.2, TN,35.2414681,,-87.91780519999999
2470,Humphreys,76.9, TN,36.0245773,,-87.7369607
2471,Jackson,76.0, TN,35.6145169,,-88.81394689999999
2472,Jefferson,73.4, TN,36.0417825,,-83.46435509999999
2473,Johnson,76.5, TN,36.3134397,,-82.3534727
2474,Knox,64.1, TN,35.9874629,,-83.9419784
2475,Lake,59.3, TN,36.3270676,,-89.49311759999999
2476,Lauderdale,57.5, TN,35.7838834,,-89.6628111
2477,Lawrence,73.8, TN,35.2761735,,-87.460397
2478,Lewis,78.8, TN,35.4962054,,-87.5000082
2479,Lincoln,72.5, TN,35.1239397,,-86.6207943
2480,Loudon,76.1, TN,35.7328541,,-84.3338112
2481,McMinn,74.3, TN,35.4037048,,-84.6479124
2482,McNairy,73.6, TN,35.1183208,,-88.55653099999999
2483,Macon,73.4, TN,36.4983882,,-85.971322
2484,Madison,63.4, TN,36.25620019999999,,-86.7143516
2485,Marion,74.7, TN,35.0928512,,-85.64348700000001
2486,Marshall,71.7, TN,35.4792517,,-86.7818523
2487,Maury,68.7, TN,35.6195242,,-87.14228949999999
2488,Meigs,79.2, TN,35.519359,,-84.79420909999999
2489,Monroe,75.8, TN,36.4370083,,-85.24246219999999
2490,Montgomery,59.0, TN,36.4960406,,-87.460397
2491,Moore,84.0, TN,35.2700506,,-86.357952
2492,Morgan,81.2, TN,36.1004285,,-84.6479124
2493,Obion,67.5, TN,36.2589567,,-89.19173529999999
2494,Overton,78.6, TN,36.3880346,,-85.31362179999999
2495,Perry,81.9, TN,35.6786596,,-87.89424509999999
2496,Pickett,81.2, TN,36.5541091,,-85.14793639999999
2497,Polk,76.2, TN,35.1371578,,-84.56414699999999
2498,Putnam,60.5, TN,36.134602,,-85.47880649999999
2499,Rhea,70.5, TN,35.5927914,,-84.981754
2500,Roane,75.3, TN,35.836117,,-84.56414699999999
2501,Robertson,74.8, TN,36.5250666,,-86.86218269999999
2502,Rutherford,65.6, TN,36.1275673,,-88.98589880000002
2503,Scott,69.7, TN,36.3976209,,-84.5222189
2504,Sequatchie,75.4, TN,35.1155452,,-85.59435309999999
2505,Sevier,67.4, TN,35.8271682,,-83.5070203
2506,Shelby,55.9, TN,35.1268552,,-89.9253233
2507,Smith,74.8, TN,36.2388468,,-85.971322
2508,Stewart,70.9, TN,36.3206104,,-87.8414143
2509,Sullivan,72.6, TN,36.4933147,,-82.34518899999999
2510,Sumner,73.5, TN,36.4718084,,-86.49965460000001
2511,Tipton,69.2, TN,35.5217179,,-89.7379958
2512,Trousdale,71.4, TN,36.396385,,-86.15482689999999
2513,Unicoi,72.4, TN,36.1953862,,-82.3495818
2514,Union,75.6, TN,36.4242303,,-89.0570096
2515,Van Buren,87.6, TN,35.6996916,,-85.47880649999999
2516,Warren,68.5, TN,35.7115652,,-85.80766
2517,Washington,64.7, TN,36.3321016,,-82.5185837
2518,Wayne,80.5, TN,35.282369,,-87.77633329999999
2519,Weakley,66.6, TN,36.3428865,,-88.7108964
2520,White,78.4, TN,35.9189882,,-85.52002399999999
2521,Williamson,80.6, TN,35.9179271,,-86.86218269999999
2522,Wilson,77.0, TN,36.1626241,,-86.2970998
2523,Anderson,70.9, TX,30.4876971,,-95.9924515
2524,Andrews,73.5, TX,32.31871580000001,,-102.5457155
2525,Angelina,66.0, TX,31.2704698,,-94.645035
2526,Aransas,73.9, TX,27.8339158,,-97.06109939999999
2527,Archer,82.1, TX,33.5956593,,-98.6256128
2528,Armstrong,81.1, TX,26.9224703,,-97.7898963
2529,Atascosa,74.4, TX,29.26483409999999,,-98.7348026
2530,Austin,74.2, TX,30.267153,,-97.7430608
2531,Bailey,72.2, TX,33.4320531,,-96.16580909999999
2532,Bandera,84.6, TX,29.7266131,,-99.0736462
2533,Bastrop,76.5, TX,30.1104947,,-97.3152701
2534,Baylor,77.4, TX,33.5373926,,-99.2785583
2535,Bee,63.0, TX,28.3624206,,-97.69822719999999
2536,Bell,54.8, TX,31.134411,,-97.5247243
2537,Bexar,58.7, TX,29.4200763,,-98.5721016
2538,Blanco,76.6, TX,30.0979862,,-98.4214095
2539,Borden,73.8, TX,29.6913451,,-96.70192
2540,Bosque,77.3, TX,31.8507607,,-97.69822719999999
2541,Bowie,65.1, TX,33.5589953,,-97.84864569999999
2542,Brazoria,71.9, TX,29.0444147,,-95.5691126
2543,Brazos,45.5, TX,30.6504141,,-96.3226072
2544,Brewster,54.8, TX,29.6629938,,-103.3587288
2545,Briscoe,75.9, TX,35.5837351,,-100.290072
2546,Brooks,61.5, TX,27.0273057,,-98.2212979
2547,Brown,72.6, TX,31.7705105,,-98.92453429999999
2548,Burleson,78.1, TX,32.5420821,,-97.3208492
2549,Burnet,76.2, TX,30.75823759999999,,-98.2283585
2550,Caldwell,67.3, TX,30.5313152,,-96.69303029999999
2551,Calhoun,70.6, TX,28.4169365,,-96.663812
2552,Callahan,82.3, TX,32.2728116,,-99.456155
2553,Cameron,67.2, TX,30.8532454,,-96.9769304
2554,Camp,70.7, TX,32.9567043,,-94.99744609999999
2555,Carson,85.0, TX,35.4578717,,-101.4339148
2556,Cass,77.9, TX,33.09443420000001,,-94.315422
2557,Castro,64.3, TX,34.4985047,,-102.3463875
2558,Chambers,82.8, TX,29.7524956,,-94.6863782
2559,Cherokee,73.6, TX,30.9814776,,-98.7083207
2560,Childress,55.0, TX,34.4264529,,-100.2040019
2561,Clay,85.4, TX,30.3903626,,-96.3441253
2562,Cochran,76.1, TX,33.5643803,,-102.8975098
2563,Coke,71.2, TX,31.82776629999999,,-100.5296115
2564,Coleman,71.1, TX,31.8273679,,-99.4264532
2565,Collin,65.6, TX,33.1795213,,-96.49297969999999
2566,Collingsworth,80.3, TX,35.0351623,,-100.3497895
2567,Colorado,82.1, TX,32.3881745,,-100.8645576
2568,Comal,75.3, TX,29.8105572,,-98.2212979
2569,Comanche,78.4, TX,31.8973693,,-98.60365809999999
2570,Concho,71.3, TX,31.3431641,,-99.8124935
2571,Cooke,68.9, TX,33.6672185,,-97.35165579999999
2572,Coryell,57.6, TX,31.4774358,,-97.87216
2573,Cottle,65.4, TX,34.159117,,-100.3497895
2574,Crane,78.3, TX,31.3973624,,-102.3501419
2575,Crockett,72.8, TX,31.3182359,,-95.4566136
2576,Crosby,68.6, TX,29.9118885,,-95.0621512
2577,Culberson,66.7, TX,31.347767,,-104.4723301
2578,Dallam,59.6, TX,36.20745,,-102.5298028
2579,Dallas,50.5, TX,32.7766642,,-96.79698789999999
2580,Dawson,71.1, TX,31.8940478,,-96.71471269999999
2581,Deaf Smith,65.0, TX,35.0017354,,-102.5298028
2582,Delta,77.2, TX,33.3493128,,-95.77212039999999
2583,Denton,64.5, TX,33.2148412,,-97.13306829999999
2584,DeWitt,75.3, TX,29.1235194,,-97.35165579999999
2585,Dickens,71.5, TX,33.6217516,,-100.836521
2586,Dimmit,70.4, TX,28.4116514,,-99.8124935
2587,Donley,74.4, TX,34.9875355,,-100.8903099
2588,Duval,67.2, TX,27.7525271,,-98.5721016
2589,Eastland,74.8, TX,32.4015198,,-98.81756229999999
2590,Ector,66.0, TX,33.5773281,,-96.27331450000001
2591,Edwards,86.9, TX,29.9282955,,-100.439656
2592,Ellis,73.1, TX,32.2619765,,-96.83509989999999
2593,El Paso,61.6, TX,31.7618778,,-106.4850217
2594,Erath,63.7, TX,32.17934040000001,,-98.2212979
2595,Falls,72.7, TX,31.1636412,,-97.0068393
2596,Fannin,74.6, TX,28.6968366,,-97.23669319999999
2597,Fayette,81.2, TX,29.8896442,,-96.83509989999999
2598,Fisher,72.3, TX,32.7398733,,-100.3497895
2599,Floyd,72.7, TX,33.148727,,-96.24497799999999
2600,Foard,80.2, TX,33.9865825,,-99.7678687
2601,Fort Bend,78.1, TX,29.5692614,,-95.81428849999999
2602,Franklin,74.5, TX,31.0260194,,-96.4852444
2603,Freestone,74.8, TX,31.7534889,,-96.15269850000001
2604,Frio,70.1, TX,28.831355,,-99.1013498
2605,Gaines,76.3, TX,32.6987519,,-102.7135121
2606,Galveston,66.3, TX,29.3013479,,-94.7976958
2607,Garza,65.0, TX,33.1955897,,-101.2523792
2608,Gillespie,76.3, TX,30.31499299999999,,-98.92453429999999
2609,Glasscock,71.8, TX,31.912308,,-101.6157773
2610,Goliad,81.9, TX,28.6683252,,-97.38832649999999
2611,Gonzales,68.7, TX,29.5016257,,-97.4524926
2612,Gray,75.2, TX,35.3352558,,-100.8903099
2613,Grayson,67.0, TX,33.7062406,,-96.663812
2614,Gregg,58.8, TX,32.4892547,,-94.8520636
2615,Grimes,77.8, TX,30.4829853,,-95.9832577
2616,Guadalupe,75.4, TX,29.6477307,,-97.87216
2617,Hale,60.4, TX,34.1064941,,-101.8891721
2618,Hall,62.6, TX,31.2851646,,-99.0517143
2619,Hamilton,75.7, TX,31.7037655,,-98.1239231
2620,Hansford,73.0, TX,36.31837489999999,,-101.4339148
2621,Hardeman,75.0, TX,34.2177242,,-99.634135
2622,Hardin,80.8, TX,30.15243479999999,,-94.73908899999999
2623,Harris,54.7, TX,29.7751825,,-95.3102505
2624,Harrison,74.2, TX,32.5539228,,-94.315422
2625,Hartley,60.8, TX,35.8855926,,-102.3968605
2626,Haskell,77.8, TX,33.1576031,,-99.7337014
2627,Hays,62.1, TX,30.1227118,,-97.8722281
2628,Hemphill,68.4, TX,31.3407403,,-93.846852
2629,Henderson,75.4, TX,32.1532156,,-94.7993802
2630,Hidalgo,67.5, TX,26.1003547,,-98.2630684
2631,Hill,73.8, TX,32.0621768,,-97.179026
2632,Hockley,68.6, TX,30.026861,,-95.8458562
2633,Hood,76.1, TX,32.4296296,,-97.8286368
2634,Hopkins,69.3, TX,33.2282942,,-95.4777811
2635,Houston,68.7, TX,29.7604267,,-95.3698028
2636,Howard,68.1, TX,32.2875944,,-101.4339148
2637,Hudspeth,74.7, TX,31.5707433,,-105.5943388
2638,Hunt,69.7, TX,30.0710434,,-99.3379764
2639,Hutchinson,79.5, TX,35.8031909,,-101.4339148
2640,Irion,79.3, TX,31.2557696,,-100.8903099
2641,Jack,82.1, TX,33.2560382,,-98.2212979
2642,Jackson,69.8, TX,28.9340886,,-96.5356449
2643,Jasper,75.1, TX,30.9201995,,-93.9965759
2644,Jeff Davis,80.3, TX,30.750805,,-104.1930918
2645,Jefferson,61.9, TX,32.7573626,,-94.34519259999999
2646,Jim Hogg,75.9, TX,26.995506,,-98.7481167
2647,Jim Wells,69.4, TX,27.7841718,,-98.04651849999999
2648,Johnson,73.9, TX,30.2767408,,-98.41198109999999
2649,Jones,73.9, TX,32.7833435,,-99.8124935
2650,Karnes,74.4, TX,28.9089085,,-97.87216
2651,Kaufman,77.1, TX,32.5890238,,-96.3088693
2652,Kendall,72.9, TX,29.9603413,,-98.7481167
2653,Kenedy,28.3, TX,28.8191468,,-97.8486123
2654,Kent,73.5, TX,31.0693026,,-104.2171393
2655,Kerr,71.2, TX,30.0945305,,-99.456155
2656,Kimble,75.1, TX,30.4338473,,-99.8124935
2657,King,19.8, TX,33.644342,,-100.1703257
2658,Kinney,77.3, TX,29.2934865,,-100.3497895
2659,Kleberg,53.0, TX,27.4308339,,-97.69822719999999
2660,Knox,80.7, TX,33.6734243,,-99.8124935
2661,Lamar,64.3, TX,28.1394565,,-97.0055455
2662,Lamb,71.0, TX,34.1486153,,-102.3463875
2663,Lampasas,74.3, TX,31.06378399999999,,-98.18169569999999
2664,La Salle,70.3, TX,28.2758921,,-99.1013498
2665,Lavaca,75.5, TX,29.33590539999999,,-96.83509989999999
2666,Lee,77.5, TX,30.2967161,,-96.9638624
2667,Leon,78.4, TX,31.2152685,,-95.9832577
2668,Liberty,74.8, TX,30.057993,,-94.7954783
2669,Limestone,75.4, TX,31.5461078,,-96.663812
2670,Lipscomb,73.3, TX,36.2333711,,-100.2709665
2671,Live Oak,82.5, TX,29.5652286,,-98.33640249999999
2672,Llano,76.6, TX,30.75934519999999,,-98.67503789999999
2673,Loving,51.6, TX,33.262764,,-98.51067379999999
2674,Lubbock,55.9, TX,33.5778631,,-101.8551665
2675,Lynn,68.7, TX,33.1446401,,-101.7979613
2676,McCulloch,76.3, TX,31.2016122,,-99.2785583
2677,McLennan,58.0, TX,31.5182285,,-97.179026
2678,McMullen,73.7, TX,28.3102323,,-98.5721016
2679,Madison,73.5, TX,30.9888479,,-95.94097099999999
2680,Marion,79.2, TX,29.5713402,,-98.1402865
2681,Martin,77.1, TX,32.2364722,,-101.9804613
2682,Mason,73.1, TX,30.7487884,,-99.230611
2683,Matagorda,67.8, TX,28.691133,,-95.96827139999999
2684,Maverick,68.0, TX,28.7410473,,-100.3497895
2685,Medina,82.1, TX,29.2987871,,-99.0128926
2686,Menard,66.7, TX,30.91767359999999,,-99.7864587
2687,Midland,66.8, TX,31.9973456,,-102.0779146
2688,Milam,68.3, TX,31.4324041,,-93.8457416
2689,Mills,84.7, TX,31.6137467,,-98.5721016
2690,Mitchell,76.0, TX,32.3360516,,-100.8903099
2691,Montague,71.9, TX,33.6649474,,-97.7205807
2692,Montgomery,71.2, TX,30.3882613,,-95.69633549999999
2693,Moore,63.9, TX,29.0552433,,-99.0103089
2694,Morris,74.3, TX,33.122847,,-94.7691586
2695,Motley,71.6, TX,34.1280332,,-100.7097867
2696,Nacogdoches,55.9, TX,31.6035129,,-94.6554874
2697,Navarro,68.6, TX,31.99849,,-96.3783131
2698,Newton,82.8, TX,30.8485337,,-93.7574008
2699,Nolan,69.3, TX,32.2735525,,-100.2442826
2700,Nueces,57.8, TX,27.7693351,,-97.4814163
2701,Ochiltree,72.2, TX,36.2921544,,-100.8000051
2702,Oldham,73.8, TX,35.4247226,,-102.6216211
2703,Orange,75.3, TX,30.0929879,,-93.7365549
2704,Palo Pinto,70.2, TX,32.7511956,,-98.31041839999999
2705,Panola,77.4, TX,32.1920035,,-94.315422
2706,Parker,77.5, TX,33.0553975,,-96.6219376
2707,Parmer,68.9, TX,34.4604292,,-102.7135121
2708,Pecos,69.6, TX,31.4229124,,-103.4932293
2709,Polk,76.7, TX,30.7150882,,-94.81059549999999
2710,Potter,57.3, TX,35.404373,,-101.9804613
2711,Presidio,59.6, TX,29.5607383,,-104.3721465
2712,Rains,77.2, TX,32.9009129,,-95.77212039999999
2713,Randall,69.8, TX,34.9020377,,-101.7979613
2714,Reagan,70.3, TX,31.2179337,,-96.7834522
2715,Real,76.8, TX,29.8851459,,-99.8124935
2716,Red River,75.8, TX,33.6072302,,-94.976654
2717,Reeves,71.7, TX,31.4307975,,-103.7289167
2718,Refugio,72.3, TX,28.3052838,,-97.2752704
2719,Roberts,74.2, TX,35.8540979,,-100.8903099
2720,Robertson,74.5, TX,31.0080004,,-96.49297969999999
2721,Rockwall,80.4, TX,32.93123360000001,,-96.4597089
2722,Runnels,71.8, TX,31.8714508,,-99.99122539999999
2723,Rusk,76.1, TX,31.7960064,,-95.15022139999999
2724,Sabine,88.0, TX,31.2974233,,-93.8248241
2725,San Augustine,79.2, TX,31.5299029,,-94.1060282
2726,San Jacinto,83.0, TX,30.5187687,,-95.1432068
2727,San Patricio,66.9, TX,27.9999695,,-97.5247243
2728,San Saba,67.4, TX,31.1957234,,-98.718098
2729,Schleicher,76.9, TX,30.9234947,,-100.5296115
2730,Scurry,74.1, TX,32.5187487,,-96.3808167
2731,Shackelford,78.9, TX,32.8242297,,-99.2785583
2732,Shelby,71.4, TX,30.0216106,,-96.5983064
2733,Sherman,80.9, TX,33.6356618,,-96.6088805
2734,Smith,65.9, TX,32.3352505,,-95.3102505
2735,Somervell,73.9, TX,32.2547696,,-97.7416703
2736,Starr,74.4, TX,26.6215167,,-98.7481167
2737,Stephens,78.9, TX,32.7399935,,-98.8400144
2738,Sterling,85.1, TX,31.78149299999999,,-101.0711758
2739,Stonewall,76.0, TX,30.2360359,,-98.6644769
2740,Sutton,68.2, TX,30.5598827,,-100.5296115
2741,Swisher,69.7, TX,34.5532757,,-101.7979613
2742,Tarrant,60.7, TX,32.7732044,,-97.35165579999999
2743,Taylor,59.0, TX,30.5707551,,-97.40944379999999
2744,Terrell,76.7, TX,32.7359626,,-96.2752569
